CFW_ID,ALPLOC_CODE,LOCATION_NAME,LATITUDE,LONGITUDE,INSTALLATION_TYPE_CODE,BLANK
"ADI-KEYIH-ER","Adi Keyih",14.880000000000000000000000000000,39.320000000000000000000000000000,"CTY",
"ADI-KWALA-ER","Adi Kwala",14.680000000000000000000000000000,38.830000000000000000000000000000,"CTY",
"ADI-UGRI-ER","Adi Ugri",14.920000000000000000000000000000,38.760000000000000000000000000000,"CTY",
"AKORDAT-ER","Akordat",15.530000000000000000000000000000,37.880000000000000000000000000000,"CTY",
"BARENTU-ER","Barentu",15.150000000000000000000000000000,37.600000000000000000000000000000,"CTY",
"BELA-PAK","Bela Pakistan",25.900000000000000000000000000000,67.000000000000000000000000000000,"CTY",
"DEKEMHARE-ER","Dekemhare",15.080000000000000000000000000000,39.000000000000000000000000000000,"CTY",
"HAYKOTA-ER","Haykota",15.200000000000000000000000000000,37.120000000000000000000000000000,"CTY",
"JCT-1-1-DASB","Junction 1-1-DASB",14.650000000000000000000000000000,37.730000000000000000000000000000,"ADM",
"JCT-1-1-FSB","Junction 1-1-FSB",15.200000000000000000000000000000,37.120000000000000000000000000000,"ADM",
"JCT-1-2-FSB","Junction 1-2-FSB",14.850000000000000000000000000000,37.420000000000000000000000000000,"ADM",
"JCT-1-3-FSB","Junction 1-3-FSB",14.880000000000000000000000000000,37.960000000000000000000000000000,"ADM",
"JCT-1-MSB","Junction 1-MSB",15.150000000000000000000000000000,37.600000000000000000000000000000,"ADM",
"JCT-2-1-DASB","Junction 2-1-DASB",14.520000000000000000000000000000,38.600000000000000000000000000000,"ADM",
"JCT-2-1-FSB","Junction 2-1-FSB",14.970000000000000000000000000000,38.480000000000000000000000000000,"ADM",
"JCT-2-2-FSB","Junction 2-2-FSB",14.720000000000000000000000000000,38.250000000000000000000000000000,"ADM",
"JCT-2-3-FSB","Junction 2-3-FSB",14.680000000000000000000000000000,38.830000000000000000000000000000,"ADM",
"JCT-2-MSB","Junction 2-MSB",14.970000000000000000000000000000,38.480000000000000000000000000000,"ADM",
"JCT-3-1-DASB","Junction 3-1-DASB",14.650000000000000000000000000000,39.510000000000000000000000000000,"ADM",
"JCT-3-1-FSB","Junction 3-1-FSB",14.920000000000000000000000000000,38.760000000000000000000000000000,"ADM",
"JCT-3-2-FSB","Junction 3-2-FSB",14.780000000000000000000000000000,39.050000000000000000000000000000,"ADM",
"JCT-3-3-FSB","Junction 3-3-FSB",14.550000000000000000000000000000,39.310000000000000000000000000000,"ADM",
"JCT-3-MSB","Junction 3-MSB",14.880000000000000000000000000000,39.320000000000000000000000000000,"ADM",
"JCT-A","Junction Point A",15.000000000000000000000000000000,37.800000000000000000000000000000,"ADM",
"JCT-B","Junction Point B",15.150000000000000000000000000000,38.850000000000000000000000000000,"ADM",
"KEREN","Keren",15.780000000000000000000000000000,38.450000000000000000000000000000,"CTY",
"LOC-3ID-HQ","LOC-3ID-HQ",37.211100000000000000000000000000,40.454500000000000000000000000000,"ADM",
"LOC-3ID-IBCT","LOC-3ID-IBCT",37.024900000000000000000000000000,40.187900000000000000000000000000,"ADM",
"LOC-3ID-1BDE","LOC-3ID-1BDE",37.080800000000000000000000000000,40.333300000000000000000000000000,"ADM",
"LOC-3ID-2BDE","LOC-3ID-2BDE",37.136600000000000000000000000000,40.478700000000000000000000000000,"ADM",
"LOC-3ID-3BDE","LOC-3ID-3BDE",37.192500000000000000000000000000,40.624100000000000000000000000000,"ADM",
"LOC-3ID-AVNBDE","LOC-3ID-AVNBDE",37.211100000000000000000000000000,40.454500000000000000000000000000,"ADM",
"LOC-3ID-FABDE","LOC-3ID-FABDE",37.211100000000000000000000000000,40.454500000000000000000000000000,"ADM",
"LOC-3ID-MSB","LOC-3ID-MSB",37.211100000000000000000000000000,40.454500000000000000000000000000,"ADM",
"LOC-24-CSB","LOC-24-CSB",37.416000000000000000000000000000,40.212100000000000000000000000000,"ADM",
"DIYARBAKIR","DIYARBAKIR",37.916700000000000000000000000000,40.233300000000000000000000000000,"CTY",
"SIVAREK","SIVAREK",37.833300000000000000000000000000,39.333300000000000000000000000000,"CTY",
"HILVAN","HILVAN",37.600000000000000000000000000000,38.916700000000000000000000000000,"CTY",
"SANLIURFA","SANLIURFA",37.166700000000000000000000000000,38.750000000000000000000000000000,"CTY",
"KONUKCU","KONUKCU",37.400000000000000000000000000000,39.533300000000000000000000000000,"CTY",
"VIRANSEHIR","VIRANSEHIR",37.250000000000000000000000000000,39.766700000000000000000000000000,"CTY",
"RUINS","RUINS",37.116700000000000000000000000000,39.916700000000000000000000000000,"CTY",
